Index,Authors,Title,Year,Source title,DOI,Link,Abstract,Author Keywords,Index Keywords,Document Type,Source,EID,RQ1 - Interaction Input - Verbal,RQ1 - Interaction Input - Camera ,RQ1 - Interaction Input - Tactile,RQ1 - Interaction Input - Gestural,RQ1 - Interaction Input - Mechanical,RQ1 - Interaction Input - Orientational,RQ1 - Interaction Input - Contextual,RQ1 - Output modality - Audio,RQ1 - Output modality - Visual,RQ1 - Output modality - Motion ,RQ1 - Output modality - Gustation,RQ1 - Output modality - Thermoception,RQ1 - Scalar attributes - Morphable ,RQ1 - Scalar attributes - Customisability,RQ1 - Scalar attributes - Automaticity,RQ1 - Scalar attributes - Expressivity,RQ1 - Scalar attributes - Adaptive,RQ1 - Scalar attributes - Practicality,RQ1 - Scalar attributes - Combined ,RQ1 - Scalar attributes - Parallel ,RQ1 - Layout - Symbols ,RQ1 - Layout - Pictographic ,RQ1 - Layout - Text,RQ1 - Layout - Animation / video,RQ1 - Layout - Grid ,RQ1 - Layout - VSDs,RQ1 - Layout - Novel,RQ1 - Layout - No layout,RQ1 - Communication type  - Verbal ,RQ1 - Communication type  - Nonverbal,RQ1 - Scenarios and communication partners - Fellow AC ,RQ1 - Scenarios and communication partners - Family or friends ,RQ1 - Scenarios and communication partners - Professionals  ,RQ1 - Scenarios and communication partners - Groups ,RQ1 - Scenarios and communication partners - Strangers ,RQ1 - Scenarios and communication partners - Anyone  ,RQ1 - Scenarios and communication partners - Virtual ,RQ1 - Scenarios and communication partners - Unclear ,RQ1 - Communication model - Linear ,RQ1 - Communication model - Interactive ,RQ1 - Communication model - Transactional ,RQ2 - User study method - Controlled experiment ,RQ2 - User study method - Randomized control trial,RQ2 - User study method - Survey,RQ2 - User study method - Usability testing ,RQ2 - User study method - Interviews,RQ2 - User study method - Focus groups,RQ2 - User study method - Case study,RQ2 - User study method - Field study,RQ2 - User study method - Workshop,RQ2 - User study method - Other ,RQ2 - User study location - No user study ,RQ2 - User study location - Near/at researchers lab ,"RQ2 - User study location - Home, residence or school",RQ2 - User study location - Neutral location ,RQ2 - User study location - Online/remote ,RQ2 - User study location - Other,RQ2 - Participatory design - Yes ,RQ2 - Participatory design - No,RQ2 - Contribution type - Empirical ,RQ2 - Contribution type - Artifact ,RQ2 - Contribution type - Methodological ,RQ2 - Contribution type - Theoretical and opinion,RQ2 - Contribution type - Dataset ,RQ2 - Contribution type - Survey ,RQ2 - Use of commercial AAC  - Yes,RQ2 - Use of commercial AAC  - No,RQ3 - Community of Focus  - BVI,RQ3 - Community of Focus  - DHH,RQ3 - Community of Focus  - Motor,RQ3 - Community of Focus  - Autism,RQ3 - Community of Focus  - IDD,RQ3 - Community of Focus  - Other cognitive,RQ3 - Community of Focus  - Older adults,RQ3 - Community of Focus  - General disability,RQ3 - Community of Focus  - Other,RQ3 - Participant groups  - No user study,RQ3 - Participant groups  -  People with disabilities,RQ3 - Participant groups  - People without disabilities,RQ3 - Participant groups  - Specialists,RQ3 - Participant groups  - Caregivers,RQ3 - Use of proxies - Yes ,RQ3 - Use of proxies - No,RQ3 - Ability based comparison - Yes ,RQ3 - Ability based comparison - No ,Analytics - Device name ,Analytics - Community names ,Analytics - Total number of participants 
475,"Kane SK,Linam-Church B,Althoff K,McCall D",What We Talk about: Designing a Context-Aware Communication Tool for People with Aphasia,2012,Proceedings of the 14th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/2384916.2384926,https://doi.org/10.1145/2384916.2384926,"Many people with aphasia experience difficulty recalling words extemporaneously, but can recognize those words when given an image, text, or audio prompt. Augmented and alternative communication (AAC) systems can help address this problem by enabling people with aphasia to browse and select from a list of vocabulary words. However, these systems can be difficult to navigate, especially when they contain large amounts of content. In this paper, we describe the design of TalkAbout, a context-aware, adaptive AAC system that provides users with a word list that is adapted to their current location and conversation partner. We describe the design and development of TalkAbout, which we conducted in collaboration with 5 adults with aphasia. We then present guidelines for developing and evaluating context-aware technology for people with aphasia.","context-aware computing, augmented and alternative communication, aphasia, participatory design, accessibility",,Conference Paper,ACM,,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,"iPad, App, TalkAbout",Aphasia,5
476,"Moore M,Panchanathan S",TranslatAble: Giving Individuals with Complex Communication Needs a Voice through Speech and Gesture Recognition,2016,Proceedings of the 18th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/2982142.2982197,https://doi.org/10.1145/2982142.2982197,"This paper presents the design of TranslatAble, a new Augmentative and Alternative Communication system. Taking advantage of the convenience and mobility of modern smartphones, TranslatAble allows individuals with complex communication needs-specifically individuals with severe dysarthria or individuals who primarily use non-sign language gestures---to build their own system of communication through speech or gesture input. This system uses a machine learning model---specifically dynamic time warping---to match the user's input to their unique dictionary to help them be understood by their communication partner. TranslatAble is highly flexible and person-centered, which allows it to adapt to fit the unique needs of each user's unique communication needs. We expect this novel device to enable individuals with complex communication needs to interact with a larger social circle. This may help decrease feelings of loneliness and increase self-confidence, self-esteem, and independence, as well as help maintain strong relationships outside of the user's support network.","complex communication needs, augmentative and alternative communication, aac device, speech recognition, gesture recognition",,Conference Paper,ACM,,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,TranslatAble,AAC users,n/a 
477,"Limpanadusadee W,Punyabukkana P,Suchato A",An Automatic Natural Language Sentence Generation from Images,2013,Proceedings of the 7th International Convention on Rehabilitation Engineering and Assistive Technology,10.5555/2567429.2567436,https://dl.acm.org/doi/10.5555/2567429.2567436,"While traditional Augmentative and Alternative Communication (AAC) device allows users with communication disorder to communicate via images, users are required to pick the images in the right order. Therefore, in this study, an algorithm that independent from the sequence of input images has been proposed. To develop such an algorithm, Statistical Natural Language Processing together with Word Bigram and Class Bigram was utilized. Using this algorithm, users can generate simple sentences in Thai language by inputting images in any order which allowing them to arbitrarily communicate their messages. The algorithm incorporates Nanci Bell's 12 questions protocol to categorize selected images. Then, the system generates sentences based on Thai grammar. The responses from the system were compared with target sentences to estimate the correctness of each input sentence. The results showed the correctness at 91.11% with 3 input images, 81.67% with 4 input images, 63.33% with 5 input images, and 41.67% with 6 input images.","augmentative and alternative communication, statistical natural language processing, natural language generation, n-gram model",,Conference Paper,ACM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,Natural Language Sentence Generation,AAC users ,n/a 
478,Albar L,Contextual Adaptive Communication Aid: Supporting Individuals with Neurological Disease in Communication,2020,Proceedings of the 17th International Web for All Conference,10.1145/3371300.3383355,https://doi.org/10.1145/3371300.3383355,"Communication Impairments (CI) are defined as damage in brain functions that are responsible for language and memory. This disorder can impair the expression and understanding of language as well as reading and writing. Many people with CI try to use Augmented and Alternative Communication (AAC) to help them recognize and produce spoken phrases. AAC often uses pictures to serve as memory cues for forgotten words or in enabling them to express needs and share experiences. However, AAC typically uses standard clip-art that does not always convey meaningful information to their users or pre-set conversation scenarios. As a result, people with CI eventually abandon their AAC, which leads to facing difficulties in daily life activities. Our objective in this research is to understand how to support AAC users with a rich contextual information communication aid that can empower people with CI in any conversational setting especially (unplanned/unfamiliar) and not limit them with a list of vocabularies or photos. Our approach to design the proposed solution will be based on co-design theories and working in collaboration with speech therapists and people with CI to have a better understanding of their needs.","co-design, communication impairments (CI), context-aware, AAC devices",,Conference Paper,ACM,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,n/a ,AAC users,n/a 
479,"Ashraf S,Judson A,Ricketts IW,Waller A,Alm N,Gordon B,MacAulay F,Brodie JK,Etchels M,Warden A,Shearer AJ","Capturing Phrases for ICU-Talk, a Communication Aid for Intubated Intensive Care Patients",2002,Proceedings of the Fifth International ACM Conference on Assistive Technologies,10.1145/638249.638288,https://doi.org/10.1145/638249.638288,"The need for intubated patients, within the intensive care setting, to communicate more effectively led to the development of ICU-Talk, an augmentative and alternative communication aid. The communication aid contains a database containing both core and patient-specific vocabulary. Many users of communication aids can provide direct input into the vocabulary, but intensive care patients are not in this position. This paper discusses the methods chosen to gather the vocabulary for an intensive care setting.","communication, vocabulary, ICU, AAC",,Conference Paper,ACM,,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,ICU-Talk,ICU patients,n/a 
480,Black R,The Phonicstick: A Joystick to Generate Novel Words Using Phonics,2011,The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/2049536.2049630,https://doi.org/10.1145/2049536.2049630,Current Voice Output Communication Aids (VOCAs) give little support for playing with sounds and blending these into words. This paper presents a joystick that can be used to access six different letter sounds (phonics) and blend them into short words. Seven children (five with some degree of physical and/or learning disability) showed their ability to use the device after only one 20 minutes introduction session.,"phonemes, disability, joystick, cerebral palsy, education, speech output, literacy, voice output, learning, augmentative and alternative communication (aac), phonics, human-computer interaction (hci), phonological awareness",,Conference Paper,ACM,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,PhonicStick,"Cerebral palsy, Down syndrome, Children ",7
481,"Valencia S,Steidl M,Rivera M,Bennett C,Bigham J,Admoni H",Aided Nonverbal Communication through Physical Expressive Objects,2021,The 23rd International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/3441852.3471228,https://doi.org/10.1145/3441852.3471228,"Augmentative and alternative communication (AAC) devices enable speech-based communication, but generating speech is not the only resource needed to have a successful conversation. Being able to signal one wishes to take a turn by raising a hand or providing some other cue is critical in securing a turn to speak. Experienced conversation partners know how to recognize the nonverbal communication an augmented communicator (AC) displays, but these same nonverbal gestures can be hard to interpret by people who meet an AC for the first time. Prior work has identified motion-based AAC as a viable and underexplored modality for increasing ACsâ€™ agency in conversation. We build on this prior work to dig deeper into a particular case study on motion-based AAC by co-designing a physical expressive object to support ACs during conversations. We found that our physical expressive object could support communication with unfamiliar partners. As such, we present our process and resulting lessons on the designed object itself and the co-design process.","Access technologies, Communication, Tangible interfaces, Disability",,Conference Paper,ACM,,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Physical Expressive Objects ,Cerebral palsy,1
482,"Ackerman JT,Dorris HN,Hagelbarger D,Shannon MJ",Computer Assisted Communication System,1978,"ACM SIGCAPH Computers and the Physically Handicapped, Issue 24",10.1145/951796.951805,https://doi.org/10.1145/951796.951805,"This paper describes a continuing series of experiments aimed at providing improved communications for non-vocal, motion-impaired people. Special keyboards, coupled with a computer which permits one or two keystrokes to call out a complete phrase, have been enthusiastically used by children at the United Cerebral Palsy Association in Edison, New Jersey. After a brief review of previous systems, the current one, which uses a stand-alone microcomputer, is described.",,,Journal Article,ACM,,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Computer Assisted Communication System (CACS),Cerebral palsy,1
483,"Ascari RE,Silva L,Pereira R",Personalized Gestural Interaction Applied in a Gesture Interactive Game-Based Approach for People with Disabilities,2020,Proceedings of the 25th International Conference on Intelligent User Interfaces,10.1145/3377325.3377495,https://doi.org/10.1145/3377325.3377495,"Technology can support people with disabilities to participate in social and economic life. Using relevant Human-Computer Interaction, as obtained through Intelligent User Interfaces, people with motor and speech impairments may be able to communicate in different ways. Augmentative and Alternative Communication supported by Computer Vision systems can benefit from the recognition of users' remaining functional motions as an alternative interaction design approach. Based on a methodology in which gestures and their meanings are created and configured by users and their caregivers, we developed a Computer Vision system, named PGCA, that employs machine learning techniques to create personalized gestural interaction as an Assistive Technology resource for communication purposes. Using a low-cost approach, PGCA has been experienced with students with motor and speech impairments to create personalized gesture datasets and to identify improvements for the system. This paper presents an experiment carried with the target audience using a game-based approach where three students used PGCA to interact with communication boards and to play a game. The system was evaluated by special education professionals using the System Usability Scale and was considered suitable for its purpose. Results from the experiment suggest the technical feasibility for the methodology and for the system, also adding knowledge about the interaction process of disabled people with a game.","machine learning, gestural interaction, game, augmentative and alternative communication, assistive technology",,Conference Paper,ACM,,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Personalized Gestural Interaction,Cerebral palsy,3
484,"Prior S,Waller A,Kroll T",The CHAMPION Software Project,2011,The Proceedings of the 13th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/2049536.2049610,https://doi.org/10.1145/2049536.2049610,"A visit to hospital is traumatic for both a patient with disabilities and their family members, especially when the patient has no or limited functional speech [1]. For adults with Severe Speech and Physical Impairments (SSPI) being hospitalized presents particular challenges as hospital staff are often unaware of how the adult with SSPI communicates and what their basic care needs are.The CHAMPION project aimed to develop a piece of software which would allow an adult with SSPI to input multimedia information on their care needs and on the \person behind the patient\"". It was hoped that the system could be used by the person with SSPI as independently as possible. The aim would then be for the information to be accessed in hospital.The first stage of the process has now been completed with the input and output software developed using User Centred Design techniques. What is now required is an investigation into the efficacy of the software in the real life hospital setting.""",augmentative and alternative communication (aac),,Conference Paper,ACM,,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,CHAMPION software,AAC users,n/a 
485,"Reiter E,Turner R,Alm N,Black R,Dempster M,Waller A",Using NLG to Help Language-Impaired Users Tell Stories and Participate in Social Dialogues,2009,Proceedings of the 12th European Workshop on Natural Language Generation,10.5555/1610195.1610196,https://dl.acm.org/doi/10.5555/1610195.1610196,"Augmentative and Alternative Communication (AAC) systems are communication aids for people who cannot speak because of motor or cognitive impairments. We are developing AAC systems where users select information they wish to communicate, and this is expressed using an NLG system. We believe this model will work well in contexts where AAC users wish to go beyond simply making requests or answering questions, and have more complex communicative goals such as story-telling and social interaction.",,,Conference Paper,ACM,,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,"How was school today?, TALK software","Motor impairments, Cerebral palsy, Children ",2
486,Wiegand K,Intelligent Assistive Communication and the Web as a Social Medium,2014,Proceedings of the 11th Web for All Conference,10.1145/2596695.2596725,https://doi.org/10.1145/2596695.2596725,"Augmentative and alternative communication (AAC) describes strategies and technologies commonly used by people for whom spoken interaction is extremely difficult or infeasible. AAC includes facial expressions, sign languages, and picture cards, as well as high-tech devices. Most AAC systems present users with hierarchical arrays of symbols that are sequentially selected to construct messages. Although speed of message construction and ease of use are critical, these systems are often slow and require fatiguing physical movements. Our work challenges three main assumptions common to AAC that influence design decisions and place increased demands on the user rather than the system. We leverage natural language processing and machine learning to design intelligent communication interfaces that shift the cognitive and physical burden from the user to the system to allow for faster, less fatiguing communication. This work has implications for both face-to-face and Web-based communication. AAC users are increasingly turning to the Web for social interaction, and W4A provides a unique opportunity to explore how to leverage intelligent interfaces to lower the barriers to active participation in the World Wide Web.",,,Conference Paper,ACM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,n/a ,Motor impairments,n/a 
487,"UzZaman N,Bigham JP,Allen JF",Multimodal Summarization of Complex Sentences,2011,Proceedings of the 16th International Conference on Intelligent User Interfaces,10.1145/1943403.1943412,https://doi.org/10.1145/1943403.1943412,"In this paper, we introduce the idea of automatically illustrating complex sentences as multimodal summaries that combine pictures, structure and simplified compressed text. By including text and structure in addition to pictures, multimodal summaries provide additional clues of what happened, who did it, to whom and how, to people who may have difficulty reading or who are looking to skim quickly. We present ROC-MMS, a system for automatically creating multimodal summaries (MMS) of complex sentences by generating pictures, textual summaries and structure. We show that pictures alone are insufficient to help people understand most sentences, especially for readers who are unfamiliar with the domain. An evaluation of ROC-MMS in the Wikipedia domain illustrates both the promise and challenge of automatically creating multimodal summaries.","pictorial representation, AAC, picture, text-to-picture, illustration, multimodal summarization, visualization, augmentative and alternative communication, summarization, MMS, sentence compression, automatic illustration, ROC MMS",,Conference Paper,ACM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,ROC-MMS,AAC users,n/a 
488,"Ramos GM,Hanada R,da GraÃ§a C. Pimentel M,Teixeira CA",A Word-Prediction Eye-Typing Approach for Brazilian Portuguese Entries Using Geometric Movements,2017,Proceedings of the 35th ACM International Conference on the Design of Communication,10.1145/3121113.3121234,https://doi.org/10.1145/3121113.3121234,"Eye-typing tools are useful for people with motor impairments who can move only their eyes, and in situations in which users can not use hands or voice for computer-based input. Even though several eye-typing mechanisms exist, works reporting users studies in Brazilian Portuguese are missing. Also, the use of prediction-based mechanisms are scarce due to the interference caused by eyes being very sensitive to various stimuli that may appear on the screen, which interfere in the identification of users' actual intentions. In our work we present an eye-typing tool for Brazilian Portuguese language which provides word recommendation. Our results show that our method for eye-typing in Portuguese domain achieved equivalent speed rates to existing methods for the English language. Moreover, suggested options are widely used by users.","word recommendation, eye tracking, assistive technology, augmentative and alternative communication (AAC)",,Conference Paper,ACM,,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,Geometric-based eye-typing,"Motor impairments, ALS ",5
489,"Wandmacher T,Antoine JY,Poirier F",SIBYLLE: A System for Alternative Communication Adapting to the Context and Its User,2007,Proceedings of the 9th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/1296843.1296878,https://doi.org/10.1145/1296843.1296878,"In this paper, we describe the latest version of SIBYLLE, an AAC system that permits persons suffering from severe physical disabilities to enter text with any computer application and also to compose messages to be read out by a speech synthesis module. The system consists of a virtual keyboard comprising a set of keypads which allow entering characters or full words by a single-switch selection process. It also comprises a sophisticated word prediction component which dynamically calculates the most appropriate words for a given context. This component is auto-adaptive, i.e. it learns on every text the user has entered. It thus adapts its predictions to the user's language and the current topic of communication as well. So far the system works for French, German and English. Earlier versions of SIBYLLE have been used since 2001 in the Kerpape rehabilitation center (Brittany, France).","user adaptation, word prediction latent semantic analysis, keystroke saving rate, virtual keyboard, augmentative and alternative communication",,Conference Paper,ACM,,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Sibylle ,"Motor impairments, LIS, Locked in syndrome ",20
490,"Schindler K,Dygert R,Nagler E",A Reconfigurable Augmentative Communication Device,2009,Proceedings of the 11th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/1639642.1639683,https://doi.org/10.1145/1639642.1639683,"In this demonstration we present a highly reconfigurable augmentative and alternative communication (AAC) device. The people in need of these devices often have a wide range of disabilities, and the setup required to start a person using an AAC system is often time consuming and labor intensive. Our device streamlines the setup process, allowing caregivers to quickly configure the interface to best suit the user's needs. Setup times compared to previous AAC devices are reduced from hours to minutes. This allows the caregiver to maximize the effectiveness of the device for the end user. It also makes it possible for the device to be adapted over time as the user's needs change.","universal design, augmentative communication, assistive technology",,Conference Paper,ACM,,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,UB Talker ,AAC users ,n/a 
491,"Cler GJ,Stepp CE",Development and Theoretical Evaluation of Optimized Phonemic Interfaces,2017,Proceedings of the 19th International ACM SIGACCESS Conference on Computers and Accessibility,10.1145/3132525.3132537,https://doi.org/10.1145/3132525.3132537 ,"In this paper, optimized communication interfaces in which users select phonemes (sounds) instead of letters or whole words are presented and evaluated. Optimization is based on phoneme transition likelihoods (i.e., the probability of transitioning from one phoneme to another in a particular communication corpus), similar to letter-to-letter transition likelihoods used to optimize orthographic interfaces. However, it is unknown to what extent phoneme transition likelihoods vary by corpus, nor how optimizing based on different corpora affects the final interface efficiency. Here we used computational evaluations to compare phoneme transition likelihoods between various phonemic corpora and optimize phonemic interfaces with each corpus. Each interface's efficiency was evaluated against all the corpora. Phoneme-to-phoneme transitions were highly correlated across corpora (r = 0.7-0.86). Optimization based on phoneme-to-phoneme transition likelihoods improved efficiency by around 20-30% compared to random phonemic layouts, regardless of the corpus used to optimize the interface. Optimizations using different corpora were similar, varying only by 3-5%. We conclude that, if possible, future phonemic interfaces should be optimized via a corpus from the intended user's communication. If this is not possible, however, optimization still improved efficiency using all testing corpora, suggesting that optimizing via any relevant corpus is indicated over other layouts.","augmentative and alternative communication (aac), minimal movement capabilities, corpus-based optimizations, phonemic interface, fitts' law",,Conference Paper,ACM,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,Phonemic Interfaces ,AAC users ,n/a 
492,"Netzer Y,Elhadad M",Using Semantic Authoring for Blissymbols Communication Boards,2006,"Proceedings of the Human Language Technology Conference of the NAACL, Companion Volume: Short Papers",10.5555/1614049.1614076,https://dl.acm.org/doi/10.5555/1614049.1614076,"Augmentative and Alternative Communication (AAC) deals with the development of devices and tools to enable basic conversation for language-impaired people. We present an applied prototype of an AAC-NLG system generating written output in English and Hebrew from a sequence of Bliss symbols. The system does not ""translate"" the symbols sequence, but instead, it dynamically changes the communication board as the choice of symbols proceeds according to the syntactic and semantic content of selected symbols, generating utterances in natural language through a process of semantic authoring.",,,Conference Paper,ACM,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,Bliss Lexicon ,AAC users,10
493,Mori H,An Accelerated Scanning Communication System with Adaptive Automatic Error Correction Mechanism,2014,Proceedings of the 16th International ACM SIGACCESS Conference on Computers & Accessibility,10.1145/2661334.2661393,https://doi.org/10.1145/2661334.2661393,"This paper describes a novel automatic error correction method for scanning communication, whose mechanism is basically analogous to that of continuous speech recognition. It has two core components: one is the switch timing model, and the other is the statistical language model. By employing these models, the proposed system can estimate most probable sequence of input syllables for a given sequence of switch timing, with taking user characteristics into account. Thirteen subjects without disabilities and an ALS subject participated in a text input experiment using the proposed scanning communication system. For the ALS subject, the system improved the character correct rate from 77.7% to 97.7%, allowing dramatically fast input.","language model, als, user characteristics, aac",,Conference Paper,ACM,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,Automatic Error Correction mechanism,"Motor impairments, ALS ",14
494,"Dasgupta T,Sinha M,Basu A",Web Browsing Interface for People with Severe Speech and Motor Impairment in India,2014,Proceedings of the 16th International ACM SIGACCESS Conference on Computers & Accessibility,10.1145/2661334.2661396,https://doi.org/10.1145/2661334.2661396,"We present design and development of a web browser that allow easy dissemination of information through World Wide Web for people with cerebral palsy in India. Our focus user group comprises people with severe form of spastic cerebral palsy and highly restricted motor movement skills. Throughout the development process we have interacted with the target users to understand their requirements and to get design advises. The browser is augmented with an intelligent auto-scanning mechanism through which the web contents and browser GUI controls can be accessed with less time and effort. We have field tested the browser with the target users where preliminary evaluation results suggests that the proposed browser is quite effective in terms of task execution time, cognitive effort and overall usability.","india, aac, cerebral palsy, web browser, web content scanning",,Conference Paper,ACM,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,Web browsing interace ,"Motor impairments, Cerebral palsy",6
